T1_nG1,T1_nG2,T12_nG1,T12_nG2
6.73808242917636,6.59885221633171,6.74130935524096,6.56451161652594
6.6450663887374,6.52676119996168,6.68848543014303,6.4479258936365
6.72710706815197,6.62235667775344,6.75677645130741,6.58207760860619
6.75957994932924,6.66172400123269,6.75301548362101,6.55277900117016
6.66876751361393,6.57589753156816,6.66960844685354,6.4530145813976
6.57690046747666,6.50949768186133,6.46328819135256,6.30297810900484
6.66151139036011,6.59030211742599,6.60068378673886,6.41735914223118
6.69222587192927,6.60188765749202,6.6481399951921,6.46351539542584
6.72285981287502,6.63546374742955,6.71767973573361,6.57890682846815
6.70255224919513,6.60594636524031,6.66344711775885,6.47261028536736
6.69800727690221,6.61833875491446,6.67335663682105,6.5388218815108
6.59968291151093,6.46165755654278,6.57117772377521,6.36783351681256
6.67912881691216,6.55670186855693,6.71764095146181,6.51446454724244
6.67039932644783,6.61848175432111,6.62993533405097,6.47622241103656
6.6531483388571,6.57274468537819,6.63312546149868,6.45465121688921
6.70482767617349,6.59401082496251,6.70353758590255,6.48298946171776
6.71110924826398,6.63108251033266,6.68473461079179,6.49577176811193
6.58341945482892,6.49563542765902,6.56350964026706,6.34102633357363
6.66830659174874,6.58048785514822,6.61346726754917,6.43705035755889
6.68818121413235,6.59484998205954,6.67270254200582,6.45691305382422
6.65648870441647,6.55783856370243,6.61529808042522,6.42167489050384
6.63455935426848,6.57983595730466,6.54545114564772,6.36500745934937
6.73300487185007,6.64557069322015,6.69746958194907,6.51795925664441
6.71440131531157,6.64009936325032,6.7113850411032,6.51026956339498
6.6117767289871,6.53532553987661,6.5853347060734,6.37887152931229
6.72086745792685,6.62731970378248,6.71063825370974,6.51008823912762
6.69471814029442,6.64452681746495,6.64341633899463,6.51349194883294
6.44476530771463,6.37490260528292,6.36611568249517,6.22153271478493
6.68876057951787,6.63321161339946,6.6756709788141,6.51720073290117
6.68933566293401,6.60240191036782,6.6351244270334,6.45766556199128
6.63145411287662,6.56432744483455,6.61604995157232,6.43701087813411
6.7840708638227,6.70797618757681,6.7667753463486,6.60481823732727
6.79554819978534,6.68516526905012,6.78489344467399,6.61380702536448
6.63228464550501,6.53139593558061,6.63438362379975,6.38945013367364
6.799948546911,6.70582934415655,6.84398733488308,6.67490745948579
6.6211688994476,6.52242117220793,6.61393478942053,6.45115777275421
6.64340937030477,6.56603994652523,6.60338694996411,6.392591093403
6.6123421546513,6.51275463916624,6.58429552107476,6.39816227679153
6.72662165360995,6.64071667145597,6.72396320820496,6.53713941413111
6.65133711172429,6.56804782130326,6.63414910613619,6.46372690451904
6.58526329321755,6.50561095807557,6.57139942568145,6.34308841511442
6.58629243669089,6.50311356854505,6.57695386215226,6.37236717822098
6.63353176973268,6.53967021932482,6.6419961750278,6.45621765864875
6.7117937625698,6.63757744674868,6.73020112946922,6.55099674912131
6.68128554127589,6.595690694916,6.63226709916536,6.46993679307887
