T1_nG1,T1_nG2,T12_nG1,T12_nG2
39.2757849978194,40.7551515481901,43.565334714348,42.0191888355866
31.9123419101614,32.1774149585696,34.2830080680331,33.5232228521587
36.411769515918,37.1695104666376,40.707452027911,38.6836295246402
29.2111862189272,30.2960095944178,33.3576373746184,31.0673789795028
35.4025839511557,35.2649367640645,37.2342455298735,36.366795682512
42.8736916703009,43.6859463584823,45.9298680767553,44.5159180113389
24.5339075447013,25.7904491931967,26.8037232882686,24.8521314871348
43.2191724814653,43.4242804186655,44.743512865242,43.5387592673354
33.2540612734409,34.4622219799389,36.2216528565198,34.1746620148277
34.0383776711731,34.1474051460968,35.3984954208461,34.9726068469254
36.3361317051897,37.567460750109,40.5105211513301,37.7091964675098
35.048926079372,35.2363170518971,37.7466746620148,36.8281181857828
41.1987570867859,41.705734845181,44.8634430876581,42.5479720889664
35.0441561273441,36.3020606192761,38.6958951155691,37.4359463584823
33.0305549498474,33.4162396423899,36.3320431748801,35.3705571303969
38.7776657217619,39.7425588748365,42.1418447448757,40.3326700828609
42.5472906672481,43.9060455734845,47.3158798517226,43.1830571303969
36.6482228521587,36.6475414304405,40.1234736153511,38.2652365896206
36.159643480157,38.091474051461,40.3585641081553,37.3691670300916
30.3736916703009,30.553587003925,33.7964729611862,31.7106410815525
28.5352158744004,29.1914249890973,32.0881487134758,30.3845944177933
33.6779055822067,34.5991877453118,36.9453227213258,36.1092182730048
36.9664467945922,37.0039249890972,39.609000218055,38.7919755778456
44.5397677714784,45.2354993458352,47.0276384648932,44.6065470998692
35.6349487570868,36.3449901875273,40.0805440470999,37.0543501962495
39.5122383340602,40.8348778892281,42.5213966419538,42.0001090274749
35.8121184038378,35.5872492368077,38.9834550806803,38.4137865242041
27.5130832969908,28.1556639773223,31.2758940252944,29.1737080244222
26.3417193632795,26.6544919319669,31.0244494112516,30.3757359354557
37.3180604012211,37.7207806367205,40.7776384648932,39.0509158307894
29.9443959877889,31.0217237243785,32.8608809419974,31.6608972961186
32.7784289140863,33.0762102049717,36.1582806367205,35.538186873092
40.4873528129089,41.2573593545574,44.7428314435238,42.9622764936764
41.4665558220672,41.8263464893153,45.1094363279546,43.5776003052769
42.5125381596162,43.0106574356738,46.0232228521587,44.06958678587
35.782817269952,36.7640645442652,40.7776384648932,38.0165176624509
33.0748473615351,33.4516735717401,36.1201210204972,36.4730974705626
36.5071685564762,36.6543556476232,40.225686873092,37.9354284779765
32.3348233754906,32.7477649367641,33.990678150894,33.37671718273
31.1566452245966,32.3545846053205,36.5296554731792,36.1092182730048
38.0008449629307,38.4683002616659,41.1721816397732,40.0614642389882
40.639991277802,41.2859790667248,43.5735117749673,42.6556367204536
44.5581661578718,44.4866168774531,46.3039686000872,45.0126744439599
31.8687309201919,32.4792847797645,36.5582751853467,35.0530146096816
40.3469799389446,40.6945050152639,43.1537559965111,43.076073920628
36.7599760139555,37.8175425207152,39.6498855211513,36.0819614042739
39.9122328826864,40.1459605320541,44.9043283907545,41.9626308329699
31.8700937636284,32.24828281727,34.9071903619712,34.6502943741823
30.5092945922372,31.0046881814217,33.1709278238116,31.4530636720454
40.1595889664195,40.3974051460968,43.1823757086786,41.5326537287396
35.0782272132577,36.212112952464,36.9753052769298,35.8380124291321
33.3658144352377,33.7603576101177,36.1078554295683,34.9398986044483
45.7009103794156,45.5114751417357,49.0841692106411,45.9230538595726
27.8824138682948,28.4452682075883,31.9177932839075,31.5355156999564
29.6438890100305,29.8380941997383,31.5893480157,30.5733482337549
32.6080734845181,33.1252725686873,36.6700283471435,36.5405582206716
30.7920846053205,31.0469363279546,33.7671718273005,33.5102758395116
38.2645551679023,38.9684638028783,42.8144079808112,39.4638573920628
35.2008831225469,36.314326210205,38.2223070213694,36.7613388573921
34.4772132577409,34.8335968163977,38.5493894461404,36.9201101177497
34.9985008722198,34.9460313999128,37.5109027474924,36.5793992586132
33.9790939816834,35.161360662887,37.0495802442215,35.2792466201483
32.7293665503707,34.1842019188836,37.0713857392063,35.8945704317488
29.1886993022242,30.9440416484954,32.6496402093328,31.145061055386
26.4030473179241,26.6981029219363,29.1559910597471,28.7341910161361
31.3372219799389,33.8121456607065,34.3238933711295,34.7402420409943
33.7208351504579,34.2284943305713,37.1463421282163,34.931721543829
43.3868022241605,43.3765808983864,44.9997274313127,45.1135248582643
37.1463421282163,36.8642335368513,38.9616495856956,36.8628706934147
33.1286796772787,34.6543829044919,37.9190743567379,36.1541921064108
35.6724269515918,35.8945704317488,38.1780146096816,37.153156345399
44.6174498473615,44.0116659398168,47.7288214129961,44.9751962494549
38.9371184038378,39.6832751853467,40.0437472743131,40.1520933275185
34.589647841256,38.2700065416485,37.1252180549498,37.5238497601396
34.3484245529874,35.2703881378107,37.5177169646751,36.7150021805495
31.5559583515046,31.8496511120802,35.151139337113,35.6819668556476
32.9576428259922,33.2111317051897,35.248582642826,34.5269570431749
29.2929568251199,29.6472961186219,31.502126035761,30.071821849106
23.132904491932,23.6235281290885,26.6510848233755,25.3999945486263
35.6915067597034,36.6523113824684,39.1769788486699,37.774612952464
37.0652529437418,36.7858700392499,39.6383013519407,38.1541648495421
33.189326210205,34.0574574792848,36.8022241604884,35.5061600523332
32.5569668556476,32.6959768861753,35.2499454862625,34.4186109899695
33.3746729175752,33.3113006977758,36.7954099433057,35.2233700392499
41.1871729175752,41.4747328826864,44.0232501090275,43.2130396860009
33.8414467945922,33.8414467945922,38.1698375490624,35.0278020061055
39.4713530309638,41.5367422590493,43.5871402093328,41.5987516354121
