T1_nG1,T1_nG2,T12_nG1,T12_nG2
13.8260466637593,15.1112080244222,10.4564162668993,10.6908253379852
5.27761120802442,5.30963802878325,4.09330026166594,3.70011993022242
12.2315198430004,13.049225904928,9.73887919755778,9.31230920191888
9.76341037941561,10.5422754034017,8.37194723070214,7.45543501962494
8.11368839947667,7.98012974269516,6.17640645442652,5.81525294374182
8.16002507631923,8.66904709986917,6.6615787178369,6.87077518534671
12.7684801569996,13.2400239860445,10.3065034888792,9.69390536415177
3.25174443959878,3.27695704317488,3.1577082424771,2.80064326210205
14.1626689925861,14.8672590492804,9.99236807675534,10.2581225468818
6.84624400348888,6.69360553859573,6.35493894461404,5.43706389010031
14.9238170518971,15.8219308765809,11.0567488006978,11.0819614042739
7.12017553423463,7.28030963802878,6.90007631923245,6.59479938944614
11.3020606192761,12.2308384212822,10.6758340601832,10.5872492368077
14.2873691670301,14.9122328826864,9.44586785870039,9.87039358918447
7.33005342346271,7.3355047972089,6.32700065416485,5.74302224160488
7.87110226777148,8.27041539467946,6.13756541648495,5.74847361535107
18.1558002616659,19.0436927605757,9.34024749236808,12.3671227649368
8.42782381160052,8.25269843000436,6.46737352812909,5.67828717836895
13.1405364151766,14.1735717400785,8.25474269515918,8.85234954208461
6.88304077627562,6.8305713039686,4.91986480593109,4.76450065416485
12.0775185346707,12.5701864369821,10.1122982991714,9.43087658089839
7.21898168338421,8.04145769733973,9.43428368948975,8.95319995638901
6.06669755778456,5.89634212821631,5.33076210204972,4.77472197993894
21.5015808983864,19.9261338857392,9.35592019188836,9.73274640209333
11.6127889228085,11.8669592237244,8.93412014827737,8.42782381160052
11.1030854775403,11.4097252507632,6.92597034452682,6.88712930658526
6.47146205843873,6.20093763628434,7.7014282599215,7.42749672917575
9.92627017008286,10.4080353249019,8.40874400348888,7.72459659834278
8.47416048844309,8.58591365023986,7.57809092891409,7.42408962058439
13.2686436982119,13.263873746184,7.65236589620584,7.11676842564326
11.721134976014,12.4107337549062,9.46290340165722,8.96819123419102
9.75387047535979,9.79543720017444,7.37025730484082,7.76343763628434
11.0063235935456,11.1909888791976,9.55012538159616,8.70243676406454
5.55017989533362,5.59242804186655,5.22991168774531,4.62003924989097
7.08065307457479,7.16855647623201,4.90146641953772,4.45036524204099
10.8509594417793,11.9344199738334,10.1504579153947,9.50924007849978
5.83024422154383,5.89293501962494,3.87797099869167,4.22072612298299
10.078908634976,10.4693632795464,7.00433384212822,7.41931966855648
4.76450065416485,4.87080244221544,3.71170409943306,3.51000327082425
7.47655909289141,8.12254688181422,5.36687745311819,6.20843327518535
3.59790667248147,3.31034670737026,2.92875054513737,2.92602485826428
5.6946412996075,6.01695377235063,4.48852485826428,4.70112843436546
3.0493621892717,3.44867531617968,3.18019515918011,3.02278674225905
8.72015372873964,8.82645551679023,8.57773658962058,8.486426079372
3.576782599215,3.96246729175752,3.69194286960314,3.40574574792848
13.8137810728304,14.4802115133014,9.60395769733973,9.60736480593109
13.5459823375491,13.9568796336677,13.2993076755342,11.5984790667248
7.85679241168774,7.87178368948975,6.16550370693415,6.11303423462713
11.2625381596162,11.6012047535979,9.17125490623637,8.74672917575229
11.6632141299607,11.6121075010903,9.05336894897514,8.60294919319669
8.04895333624073,8.71606519843001,7.07929023113825,6.66226013955517
11.1569177932839,11.1460150457915,6.67861426079372,6.5505069777584
6.72154382904492,6.5150730484082,4.1750708678587,4.60368512865242
6.52938290449193,6.40604557348452,5.22718600087222,5.40571849105975
9.71502943741823,9.76000327082425,6.95254579153947,6.6186491495857
7.90858046227649,8.0775730484082,7.7341365023986,7.64691452245966
6.36516027038814,6.38560292193633,4.70044701264719,4.70657980811164
10.8891190580026,10.6070104666376,8.15729938944614,8.55865678150894
13.8996402093328,14.8243294810292,11.5834877889228,11.5923462712604
7.14061818578282,7.06906890536415,8.02510357610118,6.20093763628434
7.48064762320105,7.20467182730048,6.77333187963367,5.81661578717837
8.35491168774531,8.89459768861753,6.17095508068033,6.57435673789795
10.338530309638,11.0335804622765,9.22031726995203,9.31026493676407
11.1984845180986,12.4809201918884,9.54194832097689,9.55557675534235
7.35867313563018,7.41250545137375,6.65067597034453,6.08714020933275
8.4285052333188,9.80838421282163,6.257495638901,7.21830026166594
12.5776820758831,12.6001689925861,9.10174989097253,8.18728194505015
3.32738225032708,3.62652638464893,2.86674116877453,2.50013628434365
11.4506105538596,10.959986916703,7.06770606192761,6.62273767989533
10.2247328826864,11.3552115133014,7.82953554295683,7.93583733100741
8.5797808547754,8.4434965111208,6.20638901003053,5.42343545573484
5.00231683384213,4.60436655037069,4.7985717400785,3.43572830353249
8.27859245529874,8.67517989533362,5.22241604884431,5.62922481465329
11.9173844308766,14.7282490187527,8.16138791975578,9.35592019188836
9.58555931094636,10.3228576101177,8.01147514173572,7.24146860008722
9.63394025294374,9.35183166157872,9.61894897514174,9.6652856519843
8.12731683384213,8.16820213693851,6.76583624073266,6.1062200174444
8.70720671609246,8.71061382468382,6.70246402093328,6.16073375490624
8.65269297863061,8.96750981247274,7.6155691234191,7.10041430440471
11.0431203663323,11.4022296118622,7.07997165285652,7.33346053205408
7.02409507195813,6.69837549062364,6.07691888355866,5.66125163541212
15.8464620584387,16.8399749236808,13.6727267771478,13.5602921936328
6.79445595290013,6.76106628870475,7.03295355429568,6.69496838203227
7.96718273004797,7.78388028783253,6.56277256868731,5.64353467073703
4.89397078063672,4.96552006105539,4.20300915830789,3.85412123855211
12.1163595726123,11.7967727867423,10.4789031836023,9.64688726559093
19.6222197993894,22.4153674225905,15.7537887047536,17.1472961186219
