T1_nG1,T1_nG2,T12_nG1,T12_nG2
0.293809759393237,0.312447493005184,0.305477118159193,0.279846315637259
0.251924137232778,0.243949731775755,0.266919569725035,0.217733892131371
0.224383826289378,0.231195977293116,0.223178891380945,0.19591036454068
0.172339544583119,0.168719309116021,0.177661839502188,0.149838500190004
0.216160945055263,0.2151202508835,0.219615839677443,0.198857010823038
0.242132693635673,0.247834657475774,0.251808360403529,0.227858268297903
0.224747860739106,0.21444588488516,0.221626405613534,0.193436387498804
0.258353437106343,0.266560775167092,0.238773073554427,0.214700589245659
0.186692059765552,0.18946167509568,0.193932764258214,0.169447618067359
0.210770850197687,0.208338281438624,0.205503022989714,0.179462426758593
0.208297004948845,0.208291434147618,0.202582898617613,0.18371260498656
0.200057039178272,0.198853828268203,0.211920725321711,0.209825678847108
0.256023080173043,0.265326802560783,0.24959795087105,0.229941238724621
0.327373082606833,0.373080029313169,0.310461455367191,0.318312364393404
0.257672148888247,0.268725916803381,0.226429955343841,0.222156739389259
0.178438214924347,0.163961419108798,0.192140005603166,0.136962500937392
0.235348327159412,0.23235218376925,0.216353572281558,0.185831712862745
0.252092943666454,0.268252633156386,0.248966023270319,0.218323634942896
0.243718156756845,0.235985460922093,0.22469750449476,0.190431406570459
0.14293460323216,0.146533578353349,0.126001767724616,0.11567343452178
0.219002597338169,0.219477141737503,0.220533374093264,0.18355393127569
0.252323243343688,0.281484008105719,0.248022319621823,0.25727857130064
0.187983614051086,0.188582788079642,0.190654534570866,0.179048664090592
0.204398961789578,0.216535641559956,0.211402209295721,0.187892276162128
0.244100786871961,0.254821174060899,0.259527190509917,0.236089131542577
0.210741059468434,0.220206320186944,0.208802652514759,0.182701966467709
0.183082683114875,0.177843176923732,0.187810769183923,0.166556183529551
0.174800986833482,0.174082795944376,0.19321261288854,0.162177469273169
0.216653324548623,0.222952844829468,0.216890947997408,0.193478365254338
0.276148161527985,0.272948664848266,0.281171940939066,0.23334253093443
0.171206909394622,0.173582593357209,0.167553005278472,0.153347206787889
0.254768726201553,0.257090263686525,0.260690651451909,0.247756302967216
0.184671103742501,0.184540878133417,0.174635129393543,0.154559077674561
0.164706241809519,0.164945603445121,0.167553589072901,0.159238815251461
0.201293583094832,0.193843423074114,0.183423593029973,0.152297581505929
0.27497791004208,0.275058564046187,0.250692957035371,0.22555259749641
0.17789013396692,0.186263283692807,0.180139604682416,0.158213163157402
0.299981107228957,0.297177545160597,0.291282301562018,0.261084318207395
0.200088543308919,0.201526213236023,0.199803770839977,0.173650597381127
0.205999204892901,0.206330673742313,0.200564304419137,0.186742041881151
0.24049283103128,0.239801531563734,0.258889416580448,0.216368581148326
0.267165942790699,0.27296955072865,0.263540531521369,0.212414575506573
0.126264290261975,0.131454158842865,0.129635164011235,0.120502541573874
0.188920940668386,0.191563084924458,0.214780370416018,0.188440316307329
0.164765041543506,0.169470852962401,0.17002583573547,0.145023851768287
0.16625769076178,0.171316952537994,0.162332458283678,0.148126909494986
0.153488121597826,0.149875693988039,0.157238667920857,0.140462435792614
0.234864820436653,0.247882787660386,0.235250894280241,0.23469297327694
0.161870728658965,0.165010298942472,0.155340216287937,0.13834495631188
0.193604059015522,0.194341583506951,0.190073871261657,0.167206388896917
0.189655169050386,0.19167545997504,0.178928777790063,0.182635210446262
0.267280923872071,0.271017083747297,0.284097926849529,0.239223465454276
0.248008923467847,0.249525252034882,0.232000765772693,0.19209257076887
0.192848380869775,0.194291038602801,0.212423985903949,0.178442239206029
0.279862274082637,0.284126535898901,0.288463165436842,0.248187358090452
0.18244115961363,0.182764264699886,0.179967102282988,0.170328267123511
0.235642548532787,0.245202802466481,0.245574166168977,0.216670548786984
0.252152521462896,0.256515206863138,0.22043656664015,0.191549721050799
0.211650270726126,0.211418664935221,0.231993940458371,0.216319375765807
0.234752968468836,0.238683196600411,0.248802429307156,0.205141869846147
0.169761395222787,0.164117646700251,0.185268948832233,0.17594614623657
0.290506271800839,0.302254950449486,0.249629731607485,0.234273022798935
0.228226451928914,0.231037515073903,0.228352636240288,0.188391603007604
0.402019601183372,0.401883017081623,0.322880935467041,0.286463647323671
0.170541094202066,0.166585978134528,0.161238108764863,0.142193412083949
0.226814522392893,0.238821618325059,0.25671335900611,0.231366399366115
